"CD_A","PER","ENT","CON","V_SEL","N_HOG","N_REN","S3P1","S3P1_2","S3P2","S3P2_ES","S3P3","S3P4_1","S3P4_2","S3P4_3","S3P4_4","S3P4_5","S3P4_6","S3P4_7","S3P5","S3P5_ES","S3P6","S3P7","S3P7_1_1","S3P7_1_2","S3P7_1_3","S3P7_1_4","S3P7_1_5","S3P7_2_1","S3P7_2_2","S3P7_2_3","S3P7_2_4","S3P7_2_5","S3P8","S3P9","S3P10","S3P11_ES","S3P12_C","S3P12_ES","S3P13_ES","S3P14_C","S3P14_ES","S3P15","S4P1_1","S4P1_2","S4P1_3","S4P1_4","S4P1_5","S4P1_6","S4P1_7","S4P1_8","S4P1_1_1A","S4P1_1_2A","S4P1_1_3A","S4P1_1_4A","S4P1_1_5A","S4P1_1_6A","S4P1_1_7A","S4P1_1_8A","S4P1_1_ESA","S4P1_1_1B","S4P1_1_2B","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P2_8,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,1,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
14,1117,1,40035,4,1,2,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6724
14,1117,1,40035,5,1,3,4,3,,,0,0,0,0,0,0,0,0,1,,17,2,0,0,0,0,0,2,2,2,2,2,1,0,1,"ATENDER AL CLIENTE Y VENDERLE PRODUCTOS ELECTRONICOS",42,"ENCARGADA DE TIENDA DE ELECTRONICA","APARTOS ELECTRONICOS ELECTRONICS",46,"VENTA Y COMPRA DE APARATOS ELECTRONICOS",1,4,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,4,3,2,3,3,3,2,3,3,2,5,4,6,1,0,0,0,10,5,0,5,0,10,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,80,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,3,3,2,9,10,9,8,9,7,9,9,9,7,7,9,9,9,9,9,10,3,2,3,2,1,1,2,2,2,4,4,3,2,1,2,1,2,1,2,2,2,3,1,3,1,3,1,1,1,3,3,3,3,3,1,3,10086
14,1117,1,40035,1,1,2,3,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,3,4,3,4,4,4,2,4,5,6,3,4,1,2,0,0,0,17,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,1,1,1,11,9,5,8,7,6,10,10,10,10,10,10,10,5,10,10,10,2,2,4,2,2,2,2,2,2,1,4,2,2,2,2,5,1,1,1,1,5,1,3,3,3,3,2,1,1,3,3,3,3,1,1,3,10086
14,1117,1,40035,2,1,1,6,2,1800,"SECRETARIA ADMINISTRATIVA",1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"COBRAR, RECIBIR A PROVEEDORES Y ATENDER A CLIENTES EN UNA TIENDA DE CONVENIENCIA",42,"ENCARGADA DE TURNO DE TIENDE DE CONVENIENCIA","OXXO",46,"COMPRA Y VENTA DE ARTICULOS PARA EL HOGAR Y ALIMENTOS",2,4,3,3,4,4,3,3,4,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,2,2,1,1,2,1,2,4,3,3,3,3,3,3,4,1,4,6,5,3,2,0,0,0,14,3,0,11,0,12,12,0,0,0,1,4,0,2,1,1,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,4,2,2,5,5,9,8,7,7,10,10,9,8,10,10,7,1,10,6,10,2,2,4,4,2,2,2,2,1,3,4,2,2,2,2,5,2,2,2,2,5,5,1,3,1,3,1,1,3,3,3,3,3,1,1,3,6724
14,1117,1,40035,3,1,2,6,3,2814,"SECRETARIA EJECUTIVA Y CONTADOR PRIVADO",2,0,0,0,0,0,0,0,2,,18,2,0,0,0,0,0,1,1,1,2,2,5,5,0,,0,,,0,,0,2,2,2,3,3,4,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,1,2,3,3,3,3,4,3,3,4,5,3,1,6,2,0,0,0,2,1,1,0,0,35,21,0,14,0,2,11,0,5,3,3,0,0,0,0,0,0,2,0,0,,1,1,5,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,,1,1,1,8,9,7,7,7,7,9,9,10,9,9,10,10,8,8,9,10,4,4,4,3,1,1,3,3,1,3,3,1,1,1,1,2,2,2,2,2,5,2,1,2,3,3,2,2,3,2,3,3,3,1,2,2,6724
14,1117,1,40038,2,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,5,6,1,3,2,0,0,0,7,1,0,6,0,21,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,2,9,8,8,8,7,7,9,9,9,8,8,10,6,7,8,9,9,3,3,3,2,3,2,2,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,1,2,2,8880
14,1117,1,40038,3,1,1,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,"HACER EL ASEO EN UNA VIVIENDA",96,"EMPLEADA DOMESTICA","CASA PARTICULAR",81,"ES EN UNA VIVIENDA PARTICULAR",2,3,4,4,4,4,3,3,4,2,1,1,2,1,2,2,2,,2,2,1,2,2,2,2,2,,2,2,1,2,1,2,2,2,,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,2,3,6,5,1,4,0,0,0,21,2,0,19,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,5,5,2,9,10,8,9,9,11,9,9,10,9,10,10,9,8,10,9,9,1,1,3,2,2,5,2,2,1,1,3,2,5,5,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2960
14,1117,1,40038,4,1,3,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"CURAR LAS PIEZAS PARA METERLOS AL HORNO",82,"OBC ENCARGADO DE HORNOS","SENSATA",33,"MANUFACTURA DE CHIPS PARA CARROS",1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,1,2,,2,1,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,2,1,4,5,3,6,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,7,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,5,1,1,10,10,10,8,10,10,10,10,10,10,9,10,10,10,10,10,10,2,2,2,2,2,2,5,2,1,1,1,1,5,5,1,5,5,2,2,4,1,2,3,3,3,3,2,2,2,3,3,3,3,2,3,3,8880
14,1117,1,40038,1,1,1,4,3,,,0,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,2,2,2,2,1,3,5,0,,0,,,0,,0,2,2,2,3,3,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,1,2,2,3,3,3,3,2,3,2,3,6,5,1,4,0,0,0,3,0,0,3,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,6,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,2,2,2,5,8,7,7,8,7,8,8,9,8,7,9,9,7,8,7,7,2,3,3,2,2,2,2,3,3,2,4,2,2,3,2,2,2,2,2,3,5,3,3,3,2,3,2,2,2,3,3,2,3,2,2,2,2960
14,1117,1,40050,3,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,3,2,3,3,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,3,4,4,4,4,3,4,4,0,0,0,0,0,0,0,0,1,21,0,0,21,0,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,7,8,7,7,8,7,7,7,7,6,6,8,8,6,6,8,8,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,3,5,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,4814
14,1117,1,40050,5,1,4,4,3,,,0,0,0,0,0,0,0,0,1,,17,1,1,2,2,1,1,0,0,0,0,0,4,5,0,,0,,,0,,0,3,4,2,1,4,3,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,"ABURRIDOS",1,1,1,2,2,2,1,3,4,3,2,4,3,3,4,6,2,4,5,3,1,0,0,0,5,0,0,5,0,3,1,0,2,0,0,0,0,0,0,0,1,3,2,1,0,0,1,1,3,,1,1,18,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,2,1,8,9,9,8,7,7,8,7,7,6,6,6,8,8,8,8,9,2,2,3,2,1,2,1,2,3,3,3,2,3,1,2,1,1,1,3,3,2,1,1,1,2,2,2,2,2,3,3,3,1,1,2,2,12035
14,1117,1,40050,2,1,2,5,2,"N122","MAESTRA DE PRIMARIA",2,0,0,0,0,0,0,0,1,,21,2,0,0,0,0,0,2,2,2,2,2,5,5,0,,0,,,0,,0,3,4,4,4,3,2,3,4,2,2,2,2,1,2,2,2,,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,3,4,4,3,3,2,3,3,3,1,4,5,2,6,0,0,0,14,14,0,0,0,21,4,1,14,2,7,25,5,5,5,10,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,4,4,5,9,7,6,8,8,6,7,9,4,5,10,10,9,10,9,9,2,2,4,2,2,2,2,4,2,2,2,2,2,1,1,2,2,2,3,3,2,2,2,3,2,3,2,1,3,3,3,2,1,1,2,2,4814
14,1117,1,40050,1,1,1,2,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"NDER AL CLIENTE",42,"AYUDANTE DE BODEGA","BODEGA SIN N OMBRE",46,"A LA COMPRA VENTA DE SEMILLAS",2,3,4,4,4,3,4,3,4,2,1,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,3,3,4,4,3,4,3,4,1,4,5,6,3,2,0,0,0,20,5,0,15,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,1,2,,2,2,2,8,8,7,8,8,8,8,8,8,8,8,8,9,8,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,2,3,3,7221
14,1117,1,40050,4,1,1,2,4,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,,0,,,0,,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,4,5,3,1,2,6,0,0,0,10,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,8,10,8,9,10,8,9,10,8,10,10,10,9,8,10,8,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,7221
14,1117,1,40056,1,1,1,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,,0,,,0,,0,1,4,1,2,2,3,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,3,4,2,2,2,4,3,4,3,4,6,1,2,5,0,0,0,14,7,0,7,0,0,0,0,0,0,7,77,0,35,42,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,5,9,10,5,9,8,10,10,10,10,9,10,10,8,10,8,8,2,2,4,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,2,3,3,5128
14,1117,1,40056,5,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"ENSAMBLA PIEZAS Y COMPONENTES PARA CARROS",82,"OPERARIA","UNIPRESS MEXICANA",33,"REALIZA PARTES AUTOMOTRICES PARA ENSAMBLADORAS DE CARROS",3,4,2,2,4,4,3,2,3,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,2,2,1,1,2,2,1,4,3,3,4,4,3,2,4,1,4,5,3,2,6,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,6,2,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,,1,2,2,10,7,6,7,8,6,8,8,9,10,5,8,9,8,9,10,10,3,2,3,3,3,2,2,3,2,2,3,3,2,2,2,5,5,2,2,2,2,2,3,2,1,3,2,2,3,2,3,3,3,1,3,3,10256
14,1117,1,40056,3,1,2,4,3,,,0,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,1,1,1,2,1,1,0,1,"COBRAR A LOS CLIENTES Y HACER CORTE DE CAJA",31,"CAJERA DE RESTAURANT","RESTAURANT BRAZIL",72,"PREPARACION Y VENTA DE ALIMENTOS Y BEBIDAS",2,2,2,2,2,2,4,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,2,2,2,2,4,2,4,4,6,3,1,2,5,0,0,0,7,0,3,4,0,54,7,0,47,0,3,20,2,10,6,2,0,0,0,0,0,0,1,1,2,,1,1,21,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,3,1,1,8,8,8,8,8,9,9,9,7,9,9,10,10,7,5,10,10,3,3,4,3,2,2,2,3,3,4,4,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,2,2,1,3,2,2,5128
14,1117,1,40056,4,1,2,4,3,,,0,0,0,0,0,0,0,0,1,,21,2,0,0,0,0,0,1,1,1,2,1,5,5,0,,0,,,0,,0,2,3,3,2,2,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,1,2,3,3,3,3,3,3,3,6,3,5,2,4,1,0,0,0,2,0,0,2,0,3,1,1,1,0,3,8,1,2,4,1,0,0,0,0,0,0,1,1,0,,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,7,8,6,8,7,8,9,8,9,10,8,10,7,7,9,8,6,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,5128
14,1117,1,40056,2,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,"VENDE PRODUCTOS PARA EL HOGAR POR CATALOGO",42,"VENDEDORA POR CATALOGO","TUPERWERE",46,"REALIZACION Y VENTA DE PRODUCTOS PARA EL HOGAR",3,4,4,4,4,4,4,3,4,2,2,1,2,2,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,6,5,4,3,2,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,70,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,3,3,3,8,10,8,8,10,10,8,8,10,6,8,10,7,9,10,8,10,4,2,4,4,4,4,4,4,2,2,2,2,2,5,1,5,1,2,2,2,4,4,3,2,2,3,2,3,3,2,3,3,3,1,3,3,10256
14,1117,1,40061,5,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"PESA, EMPAQUETA Y SELLA FRUTA PARA EXPORTACION",62,"EMPAQUETADORA","AGROINDUSTRIAS",31,"INVERNADEROS DE FRUTAS Y VERDURAS. EMPAQUE Y VENTA DE PRODUCTOS PARA SU CONSUMO",1,4,1,3,3,3,2,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,1,2,4,3,3,3,2,3,1,3,4,5,6,2,3,1,0,0,0,0,0,0,0,0,24,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,3,1,5,10,9,10,8,10,9,10,10,8,10,10,9,9,10,10,10,3,3,4,2,2,2,4,2,2,2,3,2,2,2,3,5,2,2,5,5,2,2,2,2,2,1,4,4,4,4,4,4,2,2,4,2,6150
14,1117,1,40061,3,1,1,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,5,2,11,10,11,8,11,11,6,7,9,11,6,8,9,5,10,11,3,2,2,4,2,1,1,4,4,2,1,3,1,2,2,2,5,5,2,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,6150
14,1117,1,40061,4,1,3,4,2,,,0,0,0,0,0,0,0,0,1,,17,2,0,0,0,0,0,1,1,1,2,1,1,0,2,"PREPARA CEMENTO Y PREPARALAS PAREDES PARA ENJARRAR CASAS",71,"OBRERO ALBA�IL","INFONAVIT",23,"VENTA DE PROPIEDADES A CREDITO",2,1,4,1,3,3,1,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,2,1,1,4,2,4,4,1,4,4,4,5,6,1,2,3,0,0,0,10,0,0,10,0,6,6,0,0,0,1,6,0,4,2,0,0,0,0,0,0,0,2,0,0,,1,1,14,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,2,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,,1,1,2,5,10,8,10,10,8,10,10,10,10,9,10,10,2,5,10,10,4,2,4,4,1,1,2,4,2,4,4,2,2,2,2,2,2,2,5,2,2,2,2,2,1,2,1,1,3,3,1,3,3,1,3,3,9225
