"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,N,2,0","S3P1_2,N,1,0","S3P2,C,4","S3P2_ES,C,50","S3P3,N,1,0","S3P4_1,N,1,0","S3P4_2,N,1,0","S3P4_3,N,1,0","S3P4_4,N,1,0","S3P4_5,N,1,0","S3P4_6,N,1,0","S3P4_7,N,1,0","S3P5,N,1,0","S3P5_ES,C,50","S3P6,N,2,0","S3P7,N,1,0","S3P7_1_1,N,1,0","S3P7_1_2,N,1,0","S3P7_1_3,N,1,0","S3P7_1_4,N,1,0","S3P7_1_5,N,1,0","S3P7_2_1,N,1,0","S3P7_2_2,N,1,0","S3P7_2_3,N,1,0","S3P7_2_4,N,1,0","S3P7_2_5,N,1,0","S3P8,N,1,0","S3P9,N,1,0","S3P10,N,1,0","S3P11_ES,C,100","S3P12_C,N,2,0","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,N,2,0","S3P14_ES,C,100","S3P15,N,1,0","S4P1_1,N,1,0","S4P1_2,N,1,0","S4P1_3,N,1,0","S4P1_4,N,1,0","S4P1_5,N,1,0","S4P1_6,N,1,0","S4P1_7,N,1,0","S4P1_8,N,1,0","S4P1_1_1A,N,1,0","S4P1_1_2A,N,1,0","S4P1_1_3A,N,1,0","S4P1_1_4A,N,1,0","S4P1_1_5A,N,1,0","S4P1_1_6A,N,1,0","S4P1_1_7A,N,1,0","S4P1_1_8A,N,1,0","S4P1_1_ESA,C,50","S4P1_1_1B,N,1,0","S4P1_1_2B,N,1,0","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,2,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
14,1015,01,40041,5,1,03,7,3,5334,CONTADOR PUBLICO,3,1,1,1,1,1,2,1,2,,21,2,0,0,0,0,0,2,2,2,2,1,1,0,1,CAPTURAR INFORMACION DE UNA EMPRESA,21,CONTADORA PUBLICA,PROLACTIS S DE S R DE CV,43,ALA VENTA Y DISTRIBUCION DE PRODUCTOS LACTEOS,2,2,3,2,2,2,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,2,1,1,2,2,3,3,2,3,2,4,3,2,5,6,1,0,0,0,8,5,2,1,0,20,10,0,10,0,0,0,0,0,0,0,1,10,0,10,0,0,1,1,2,,1,1,30,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,1,2,2,1,8,7,9,6,9,10,10,5,10,5,9,10,5,1,8,10,2,2,4,2,2,2,2,2,3,4,4,2,2,2,3,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,3,2,1,2,2,11324
14,1015,01,40041,2,1,02,4,2,,,0,0,0,0,0,0,0,0,1,,17,2,0,0,0,0,0,2,2,2,2,2,1,0,2,TRANSPORTAR BOTANA A DIFERENTES LUGARES DE LA REPU,83,CHOFER,BOTANAS EL ZORRO,31,ALA ELABORACION Y BENTA DE BOTANA,2,2,3,4,4,4,4,4,2,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,1,2,2,,0,0,0,0,0,0,0,2,2,2,2,4,3,2,2,1,6,3,5,4,0,0,0,7,7,0,0,0,10,3,0,7,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,2,,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,1,8,5,10,10,10,10,5,5,10,5,10,10,8,10,10,10,2,2,4,4,2,1,2,2,2,1,4,1,1,1,1,5,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,5662
14,1015,01,40041,4,1,04,7,5,5334,CONTADOR PUBLICO,3,1,1,1,1,1,2,2,1,,23,2,0,0,0,0,0,1,2,2,2,2,1,0,1,COBRAR RECIBOS DE TELEFONO EN UNA OFICINA,31,AUXILIAR COMERCIAL,TELEFONOS DE MEXICO,51,AL SERVICIO DE TELECOMUNICACIONES Y ATENCION CLIEN,2,3,2,3,2,2,3,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,2,3,2,3,3,3,2,2,5,1,4,2,6,3,0,0,0,10,3,3,3,1,10,10,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,1,2,0,,1,1,60,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,1,4,2,6,7,5,7,6,6,7,7,6,8,7,7,6,5,7,6,5,3,3,3,3,2,2,3,2,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,1,2,3,3,3,3,3,3,3,2,2,2,3,11324
14,1015,01,40059,2,1,03,3,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,AYUDANTE DE OBRERO,92,AYUDANTE DE CON STRUCION,CONSTRUCCION LUPE,23,ALA FABRICACION Y REMODELACION DE VIENDAS,2,2,3,2,4,2,4,2,4,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,2,1,1,2,1,2,3,3,4,3,4,4,1,3,5,6,2,4,0,0,0,10,5,0,5,0,60,10,0,50,0,3,4,0,3,1,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,2,2,5,5,9,5,8,9,7,9,9,7,10,8,10,10,5,4,8,9,3,3,3,2,2,2,2,3,2,3,3,2,2,5,2,2,1,1,2,3,1,3,3,3,2,3,2,2,4,4,4,4,4,2,3,3,9876
14,1015,01,40059,3,1,01,4,3,,,0,0,0,0,0,0,0,0,1,,19,2,0,0,0,0,0,2,2,2,2,2,1,0,1,SUPERVISR ALOS VENSDEDORES,42,SUPERVISOR DE VENTAS,NESTLE,31,FABRICACION DE PRODUCTOS VARIOS,3,2,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,1,2,2,2,3,3,3,2,2,2,3,5,6,2,4,1,0,0,0,4,1,0,3,0,4,1,0,3,0,4,6,0,6,0,0,0,0,0,0,0,0,1,2,0,,1,1,48,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,,1,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,2,1,2,9,1,10,10,8,10,10,8,10,5,10,10,2,5,10,10,3,3,4,2,3,2,2,2,5,3,3,2,3,2,2,2,2,2,4,4,2,4,3,2,2,2,2,2,3,3,3,3,3,2,2,3,4938
14,1015,01,40059,1,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,PRESTAR EL SERVICIO DE APLICACION DE VIDRIOS,76,MAISTRO VIDRIERO,GRUPO PERFILES,46,ALA VENTA DE VIDRIO Y ALUMINIO,2,3,4,2,2,2,3,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,4,5,1,2,6,0,0,0,8,3,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,5,8,7,8,8,8,7,7,6,7,7,8,8,6,9,8,8,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,5,1,1,1,2,3,2,2,2,2,3,3,3,2,3,2,3,3,4938
14,1015,01,40059,4,1,02,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,REALIZAR LA LIMPIEZA EN GENERAL DE UNA VIVIENDA,96,EMPLEADA DOMESTICA,HOGARES CON EMPLEADA DOMESTICA,81,HOGARES CON EMPLEADA DOMESTICA,2,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,1,1,1,3,4,3,4,3,3,4,1,2,4,6,3,5,0,0,0,10,8,1,1,0,5,3,0,2,0,2,3,1,0,2,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,4,2,2,10,7,1,5,8,5,8,8,5,9,5,9,9,5,5,8,9,4,2,4,2,1,1,2,2,3,3,3,2,2,2,3,3,2,2,3,3,2,3,3,3,2,2,2,2,2,2,3,3,3,2,2,3,4938
14,1015,01,40059,5,1,01,2,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,,0,,,0,,0,4,4,4,4,4,4,3,3,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,0,0,0,0,0,0,0,3,3,3,3,3,3,4,2,6,4,5,1,3,0,0,0,14,13,0,0,1,14,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,1,2,6,8,8,7,10,8,8,8,6,7,4,10,4,4,6,6,8,3,3,3,4,3,3,3,3,2,3,4,3,3,2,3,4,5,2,3,3,3,2,3,3,2,2,3,3,3,2,2,1,3,3,2,2,4938
14,1015,01,40067,5,1,03,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,DESPACHA LA GASOLINA A LOS CARROS,42,DESPACHADOR DE GASOLINA,PEMEX,46,A LA VENTA DE COMBUSTIBLE DE GASOLINA Y DISEL,2,3,4,4,3,3,3,3,3,2,2,2,2,1,2,1,2,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,1,1,2,3,3,3,3,3,3,3,1,5,6,3,2,4,0,0,0,3,1,0,2,0,14,7,4,3,0,7,7,1,3,3,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,2,2,,3,2,2,8,9,10,9,7,9,8,9,10,10,9,10,10,8,9,8,9,3,2,4,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,6312
14,1015,01,40067,2,1,03,6,3,4814,SECRETARIA EN INFORMATICA CON INGLES,3,1,2,2,2,2,2,2,2,,15,2,0,0,0,0,0,2,2,2,2,1,1,0,1,SE ENCARGA DE COORDINAR AL PERSONAL OCUPADO,42,ENCARGADA DE UNA CARNICERIA,GONGUS S.R DE L.R,46,COMPRA Y VENTA DE CARNES SELECTAS,2,1,4,4,4,4,4,2,2,2,2,1,2,2,2,1,2,,2,2,1,2,2,1,1,2,,2,2,1,2,2,2,1,2,,0,0,0,0,0,0,0,2,4,4,4,2,3,3,4,3,2,5,6,1,0,0,0,7,0,0,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,5,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,2,2,,1,2,2,6,8,6,8,7,8,8,8,7,9,7,10,9,6,10,9,10,4,4,4,3,2,2,2,3,3,2,4,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,1,3,3,3,3,1,3,3,4208
14,1015,01,40067,4,1,01,4,3,,,0,0,0,0,0,0,0,0,1,,19,2,0,0,0,0,0,2,2,2,1,1,1,0,1,LLEVAR PEDIDOS DE COMIDA PARA LLEVAR,83,COMERCIANTE,TACOS SANCAYETANO,72,A LA VENTA DE PREPARCION DE ALIMENTOS,2,1,3,2,2,3,2,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,1,2,2,1,1,1,2,2,2,2,2,2,5,6,4,1,2,3,0,0,0,15,1,1,13,0,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,6,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,8,9,8,9,9,9,10,10,8,10,9,10,9,7,7,8,10,2,2,3,2,2,2,2,1,1,3,3,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2104
14,1015,01,40067,1,1,01,7,3,5715,TERATIA FISICA Y REHABILITACION,3,2,2,2,2,2,2,2,1,,32,1,1,1,1,1,2,0,0,0,0,0,1,0,1,ATENDER A LOS PACIENTES DEL AREA MEDICA,24,REABILITADOR DE TERAPIA FISICA,ISSEA,62,A SECTOR SALUD,1,2,4,1,4,3,4,1,4,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,1,1,1,2,2,2,4,4,2,3,3,4,4,6,4,3,2,5,1,0,0,0,1,1,0,0,0,10,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,7,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,1,1,1,9,4,6,8,5,4,4,2,8,1,10,10,1,9,10,10,3,3,3,4,2,1,1,3,2,3,3,1,3,2,3,2,3,1,2,3,3,3,3,2,2,3,2,2,3,3,3,2,3,1,2,2,4208
14,1015,01,40067,3,1,01,6,2,2814,SECRETRIA EJECUTIVA,2,0,0,0,0,0,0,0,2,,20,2,0,0,0,0,0,2,2,2,2,2,1,0,1,ATENDER AL PUBLICO GENERAL EN UN LABORATORIO,32,AUXILIAR DE OFICINA EN UN LABORATORIO,IMSS,62,A BRINDAR SERVICIO DE SALUD PUBLICA,2,1,2,3,3,2,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,3,3,3,2,3,3,1,5,6,4,2,3,0,0,0,6,5,0,1,0,20,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,3,2,3,9,8,3,9,9,8,9,9,8,8,3,10,10,10,4,8,8,3,3,3,3,2,2,3,2,2,3,3,2,2,2,2,5,2,2,4,4,2,2,3,3,1,3,3,3,3,3,3,3,3,1,3,3,6312
14,1015,01,40124,3,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,3,2,3,2,2,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,3,3,2,2,2,2,3,4,3,5,2,1,6,0,0,0,33,5,4,24,0,6,1,0,5,0,5,2,0,1,1,0,1,1,0,1,0,0,1,1,0,,1,1,14,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,1,2,8,5,11,11,11,11,11,7,9,7,9,9,6,6,11,11,3,2,4,3,2,2,2,2,3,2,3,2,3,2,2,2,1,1,2,5,2,2,1,1,1,3,3,3,3,4,2,3,3,2,2,4,3986
14,1015,01,40124,5,1,04,6,3,2513,ELECTRONICA BASICA INDUSTRIAL,2,0,0,0,0,0,0,0,1,,24,2,0,0,0,0,0,1,1,2,1,1,1,0,1,"CORTAR, PINTAR MADERA CONN HERRAMIENTA ESPECIAL",73,CARPINTERO,CARPINTERIA PEREZ,33,HACER MUBLES EN GENERAL PARA SU VENTA,2,1,3,1,1,2,4,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,1,1,1,2,2,2,1,4,2,6,3,4,2,5,1,0,0,0,10,0,6,3,1,4,1,0,3,0,2,8,4,4,0,0,2,8,8,0,0,0,2,0,0,,1,1,6,2,2,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,4,4,5,10,3,9,8,7,9,10,10,10,5,10,10,8,3,10,10,2,2,3,3,1,1,1,3,1,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,15944
14,1015,01,40124,1,1,04,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ANTNDER LAS MESAS EN UNA LONCHERIA,51,MECERA,LECHON LON PRIMOS,72,ELABORACION Y VENTA DE COMIDA,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,2,1,1,1,2,3,3,3,3,3,3,5,4,6,2,3,1,0,0,0,20,2,0,18,0,21,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,35,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,2,2,2,8,10,7,9,10,10,10,10,10,10,10,10,10,8,10,10,10,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,3,2,2,2,4,4,2,2,3,2,2,3,2,11958
14,1015,01,40124,2,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"BARRE, LIMPIA Y TRAPEA UNA VIVIENDA",96,EMPLEADA DOMESTICA,VIVIANDA CON EMPLEADA DOMESTICA,81,CASA PARTICULAR,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,1,1,3,3,3,3,2,3,3,4,3,5,2,6,1,0,0,0,5,2,1,2,0,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,3,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,8,10,5,8,10,9,8,8,10,9,8,10,10,8,8,8,10,3,2,3,2,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,1,3,3,1,1,2,2,1993
14,1015,01,40124,4,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,ATENDER ALOS CLIENTES EN UN PUESTO DE CHACHARAS,41,COMERCIANTE,CHACHARAS SIN NOMBRE,46,COMPRA Y VENTA DE ARTICULOS VARIOS,2,2,4,3,3,2,4,4,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,3,3,1,3,2,3,2,5,6,3,4,1,0,0,0,12,6,0,6,0,14,7,0,6,1,7,3,1,2,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,3,10,8,8,10,10,10,10,10,10,9,9,10,9,9,10,10,10,3,2,4,1,2,2,2,3,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,2,3986
14,1015,01,40134,5,1,02,2,5,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,REALIZA LOS QUEHACERES DEL HOGAR EN UNA VIVIENDA P,96,EMPLEADA DOMESTICA,ANGELICA MORENO,81,A PRESTAR SERVICIOS DE LIMPIEZA PARTICULAR,2,4,4,3,3,3,4,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,3,3,3,3,3,4,4,2,4,5,6,3,1,0,0,0,0,0,0,0,0,3,3,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,1,2,1,2,2,2,,1,1,3,5,10,5,7,8,8,9,9,8,10,9,10,8,5,10,9,10,3,3,3,2,2,3,2,3,2,2,3,2,2,2,2,1,1,1,3,3,3,3,2,2,3,1,3,1,1,1,2,3,2,3,2,2,8740
14,1015,01,40134,2,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"BATIR MEZCLA, ARRIMAR EL TABIQUE, ARMAR CADENAS,",92,AYUDANTE DE ALBA�IL,RODOLFO DE LUNA,23,HA PRESTAR SERVICIOS DE CONSTRUCCION,2,2,4,3,4,4,2,4,4,0,0,0,0,0,0,0,0,,2,1,1,2,2,2,2,2,,2,2,1,2,1,2,2,2,,1,1,1,1,2,2,1,2,4,4,2,3,3,3,3,5,2,6,4,1,0,0,0,12,7,0,5,0,40,8,0,32,0,1,4,0,2,2,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,3,2,8,10,8,8,8,7,10,9,10,10,6,10,10,10,10,8,8,3,2,4,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,3,2,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,4370
