"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","NUMREN,C,2","NIVELINS,C,2","NIVELANI,C,2","ANTECE,C,1","NOMCARR,C,80","TIPOESC,C,1","BIOLOGIA,C,1","FISICA,C,1","QUIMICA,C,1","MATEMA,C,1","ACTUALES,C,1","CIENTIF1,C,1","INGEN1,C,1","CIENTIF2,C,1","INGEN2,C,1","CONDACT,C,1","VERIACT,C,1","POSACT,C,1","TAREASYF,C,50","OCUPACION,C,2","NOMBREMP,C,50","ACTIECO,C,2","ACTICIEN,C,1","FACPER,N,10,0"
01,029,1,5,31,050,0001,4316,310233,04,111111,01,06,03,2,CARRERA TECNICA,1,,,,,2,,,9,9,1,,1,REPARTE RECIBOS EN SU MOTOCICLETA,62,COMPA�IA DE FLETES GUADALAJARA,49,2,5881
01,026,2,5,31,050,0001,4316,310233,05,111111,02,03,01,,,,,,,,,,,,,1,,1,VENDE CARNES FRIAS DE MANERA DIRECTA,71,SUPERMERCADO GIGANTE,46,2,7107
01,020,2,5,31,059,0001,0766,310272,01,111111,04,03,03,,,,,,,,,,,,,5,5,,,,,,,6620
01,031,1,5,31,059,0001,0766,310272,02,111111,01,03,02,,,,,,,,,,,,,1,,1,EL ES PESCADOR TRABAJA PARA UNA COMPA�IA PESQUERA,41,COMPA�IA PESQUERA SISAL,11,2,5478
01,058,1,5,31,059,0001,0766,310272,03,111111,01,02,06,,,,,,,,,,,,,1,,1,VIGILANTE EN UNA MARINA CUIDA LOS BOTES PRIVADOS,83,MOTONAUTICA TORRE,56,2,5478
01,039,2,5,31,059,0001,0766,310272,04,111111,01,03,03,,,,,,,,,,,,,1,,1,VENDE ROPA NUEVA EN UN LOCAL COMERCIAL,71,TIENDA DE ROPA EL DELFIN,46,2,6620
01,028,2,5,31,059,0001,0766,310272,05,111111,02,07,04,3,LICENCIATURA EN EDUCACION PRIMARIA,2,2,2,2,1,2,,,2,1,1,,1,ESTA ENCARGADO DE IMPARTIR LA EDUCAION A NI�OS,13,ESCUELA PRIMARIA BERTHA GONZALEZ,61,2,6620
01,046,2,5,31,050,0001,3430,310293,01,111111,02,05,03,2,LIC. EN EDUCACION,1,,,,,2,,,2,2,1,,1,DOY CLASES A NIVEL PRIMARIA EN UNA ESCUELA DE GOBI,13,ESCUELA NI�OS HEROES,61,2,3872
01,019,1,5,31,050,0001,3430,310293,02,111111,04,04,01,2,BACHILLERATO,1,,,,,1,2,1,,,4,5,,,,,,,8712
01,033,1,5,31,050,0001,3430,310293,03,111111,03,07,05,3,ANTROPOLOGO,1,1,2,2,1,2,,,1,2,1,,1,SUPERVISAR AL PERSONAL DE TRABAJO,61,CAFETERIA EL GRAN CAFE,72,2,8712
01,047,2,5,31,050,0001,3430,310293,04,111111,02,06,02,2,CONTADOR PRIVADO,2,,,,,2,,,2,2,1,,1,SUPERVISA AL PERSONAL DE VENTA DE PRODUCTOS,71,PRODUCTOS DE BELLEZA AVON,46,3,3872
01,038,2,5,31,050,0001,3430,310293,05,111111,02,06,02,2,SECRETARIA EJECUTIVA,2,,,,,2,,,2,1,1,,1,ELABORA CONTRATOS Y SUPERVISA LA RECEPCION,62,TELEFONOS DE MEXICO TELMEX,51,1,3872
01,019,2,5,31,050,0001,3784,310304,01,111111,02,03,03,,,,,,,,,,,,,1,,1,COBRA LOS ALIMENTOS Y BEBIDAS QUE SE SIRVEN,62,EXPENDIO DE COMIDA ISABEL,72,2,6775
01,037,1,5,31,050,0001,3784,310304,02,111111,01,03,03,,,,,,,,,,,,,1,,2,ELABORA PAN CON MAQUINARIA,52,PANIFICADORA BIMBO,31,2,5606
01,037,1,5,31,050,0001,3784,310304,03,111111,01,06,03,2,TECNICO AGROPECUARIO,1,,,,,2,,,2,1,1,,1,VENDE ROPA NUEVA DE CASA EN CASA,71,DISTRIBUIDORA DE ROPA FERLY,46,2,5606
01,020,1,5,31,050,0001,3784,310304,04,111111,02,03,03,,,,,,,,,,,,,1,,1,VENDE ALHAJAS Y JOYERIA FINA VA DE CASA EN CASA,71,JOYERIA ESMERALDA,46,2,5606
01,050,1,5,31,050,0001,3017,310333,01,111111,01,03,03,,,,,,,,,,,,,1,,1,ELABORA Y REPARA PUERTAS VENTANAS DE HIERRO,52,TALLER DE SOLDADURA SIN NOMBRE,33,2,3527
01,054,1,5,31,050,0001,3017,310333,02,111111,01,04,03,2,BACHILLERATO EN MATEMATICAS,1,,,,,2,,,2,1,1,,1,SUPERVISOR DE SUCURSAL SUPERVISA ENTRADA Y SALIDA,83,CARRIER DE MEXICO,23,2,3527
01,043,2,5,31,050,0001,3017,310333,03,111111,01,06,03,2,SECRETARIA COMERCIAL,2,,,,,2,,,2,2,1,,1,ADMINISTRA GASTOS DE LA OFICINA ELABORA CHEQUES,21,UNIVERSIDAD AUTONOMA DE YUCATAN UADY,61,2,12696
01,045,1,5,31,050,0001,3017,310333,04,111111,01,04,03,2,BACHILLERATO EN SOCIECONOMICAS,1,,,,,2,,,2,1,1,,1,JEFE DE PERSONAL VIGILA A UN GRUPO DE PERSONAS,61,COMISION FEDERAL DE ELECTRICIDAD,22,1,3527
01,053,2,5,31,050,0001,0826,310358,01,111111,01,02,06,,,,,,,,,,,,,1,,4,VENDE GOLOSINAS EN LA PUERTA DE UNA ESCUELA,72,VENDEDOR DE GOLOSINAS SIN NOMBRE,46,2,7473
01,052,2,5,31,050,0001,0826,310358,02,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,7473
01,059,2,5,31,050,0001,0826,310358,03,111111,01,02,03,,,,,,,,,,,,,1,,4,ELABORA PASTELITOS DE CAMOTE PARA VENDER EN LA CAL,52,ELABORADORA DE PASTELITOS DE CAMOTE SIN NOMBRE,31,2,7473
01,032,2,5,31,050,0001,0826,310358,04,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,7473
01,044,1,5,31,050,0001,0826,310358,05,111111,01,04,03,2,BACHILLERATO EN CIENCIAS SOCIALES,1,,,,,2,,,2,2,1,,1,ELABORA OFICIOS ADMINISTRATIVOS PARA LA SECRETARIA,83,FUERZA AEREA,93,2,6183
01,084,1,5,31,059,0001,0499,310362,02,111111,01,02,06,,,,,,,,,,,,,6,5,,,,,,,4260
01,038,1,5,31,059,0001,0499,310362,03,111111,01,07,04,3,CONTADOR PUBLICO TITULADO,1,1,1,1,1,2,,,2,2,1,,1,ESTA A CARGO DE LA RECLUTACION Y SELECCION DE PERS,61,EL H. AYUNTAMIENTO DE PROGRESO,93,1,4260
01,048,2,5,31,059,0001,0499,310362,04,111111,03,06,03,2,TECNICO EN ENFERMERIA,2,,,,,2,,,1,2,1,,1,ES ENFERMERA EN EL AREA DE CIRUGIA EN UN INSTITUTO,12,INSTITUTO MEXICANO DEL SEGURO SOCIAL IMSS,62,1,8520
01,065,2,5,31,059,0001,0499,310362,05,111111,02,02,05,,,,,,,,,,,,,5,5,,,,,,,8520
01,056,1,5,13,048,0001,1616,131002,01,111111,02,07,05,3,MEDICINA GENERAL,1,1,1,1,2,2,,,1,2,1,,4,ATENCION MEDICA,11,SSH,62,1,2580
01,072,1,5,13,048,0001,1616,131002,02,111111,04,02,06,,,,,,,,,,,,,5,5,,,,,,,2580
01,030,1,5,13,048,0001,1616,131002,03,111111,01,07,04,3,CONTADURIA PUBLICA,1,2,2,2,1,2,,,2,2,1,,1,JEFE DE DEPARTAMENTO LINEA DE MUEBLES ES EL AREA Q,61,LIVERPOOL,46,2,2580
01,022,2,5,13,048,0001,1616,131002,04,111111,03,07,04,3,LIC. EN EDUCACION,1,2,2,2,1,1,2,2,,,4,5,,,,,,,2420
01,037,1,5,13,048,0001,1616,131002,05,111111,01,07,05,3,TRABAJO SOCIAL,1,1,1,1,1,2,,,2,2,1,,1,AL FRENTE DEL AREA DE CAPTURA CAPTURA MOVIMIENTOS,62,SEP,93,1,2580
01,061,2,5,13,048,0001,0444,131004,01,111111,01,02,05,,,,,,,,,,,,,8,5,,,,,,,2606
01,059,2,5,13,048,0001,0444,131004,02,111111,01,02,05,,,,,,,,,,,,,5,5,,,,,,,2606
01,031,2,5,13,048,0001,0444,131004,03,111111,03,03,03,,,,,,,,,,,,,5,5,,,,,,,2606
01,051,2,5,13,048,0001,0444,131004,04,111111,01,02,06,,,,,,,,,,,,,1,,1,TAREAS QUE EJECUTA MANUALMENTE BARRER TRAPEAR,82,TRABAJADOR DOMESTICO,81,2,2606
01,039,1,5,13,048,0001,0444,131004,05,111111,03,07,05,3,ING. INDUSTRIAL,1,1,1,1,1,2,,,2,1,1,,1,SUPERVISA Y ELABORA PIEZAS EN EL TORNO,52,TALLER DE TORNO BEMAQ,33,2,8685
01,048,1,5,13,048,0001,0919,131011,01,111111,01,07,05,3,ING. INDUSTRIAL,1,1,1,1,1,2,,,1,1,1,,1,ADMINISTRAR LA DIRECCION DE UN COLEGIO DE BACHILLE,21,COLEGIO DE BACHILLER DEL ESTADO DE HIDALGO,61,1,2726
01,046,2,5,13,048,0001,0919,131011,02,111111,02,07,05,3,LIC. EN PSICOLOGIA,2,1,1,1,1,2,,,1,2,1,,1,EDUCACION ESPECIAL CAPACITACION A PROFESORES,13,EDUCACION ESPECIAL SEP,61,1,2557
01,068,2,5,13,048,0001,0919,131011,04,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,2557
01,023,1,5,13,048,0001,0919,131011,05,111111,05,07,04,3,INGENIERIA ELECTRICA,1,2,1,1,1,1,2,1,,,4,5,,,,,,,2726
01,061,1,5,13,048,0001,0247,131016,01,111111,01,07,04,3,LIC. EN ADMON. EMPRESAS,1,2,2,2,2,2,,,2,1,1,,1,CATEDRATICO EN ESCUELA DE DERECHO IMPARTE CLASES,13,UNIVERSIDAD AUTONOMA DE HIDALGO,61,2,1567
01,027,2,5,13,048,0001,0247,131016,02,111111,02,07,04,3,ACTUACION,2,2,2,2,2,2,,,2,1,1,,1,CLASES DE PREPARATORIO CLASES DE SEGURIDAD SOCIAL,13,CENTRO DE SEGURIDAD SOCIAL PREPARATORIA REAL HIDAL,61,1,2432
01,061,2,5,13,048,0001,0247,131016,03,121112,02,06,03,2,TAQUIMECANOGRAFIA,1,,,,,2,,,2,1,6,5,,,,,,,2432
01,029,2,5,13,048,0001,0247,131016,03,221122,02,07,05,3,MEDICO VETERINARIO,1,1,1,1,1,2,,,1,1,1,,1,REVISION DE CARNES Y RESES,51,RASTRO MUNICIPAL PACHUCHA,31,2,2432
01,054,1,5,13,048,0001,0247,131016,04,111111,01,07,02,3,ELECTRICIDAD Y MECANICA Y HERRAMIENTAS,1,1,1,1,1,2,,,2,1,1,,1,TRASLADO DE PACIENTES IMSS TULANCINGO-PACHUCA,55,IMSS,62,1,1567
01,021,1,5,13,048,0001,1620,131037,02,111111,01,07,03,3,LIC. DERECHO,1,2,1,2,1,1,2,2,,,8,5,,,,,,,1957
01,052,2,5,13,048,0001,1620,131037,03,111111,01,07,04,3,LICENCIATURA EDUCACION ARTISTICA,1,2,2,2,1,2,,,1,2,1,,1,ASESOR DE EDUCACION ARTISTICA,13,SEP,61,2,3038
01,039,2,5,13,048,0001,1620,131037,04,111111,01,07,05,3,MEDICO CIRUJANO GENERAL,1,1,1,1,2,2,,,1,1,1,,1,ADMINISTRATIVO DE OPORTUNIDADES DE REPORTES MENSUA,62,PRECIDENCIA MUNICIPAL DE PACHUCA,93,2,3038
01,032,2,5,13,048,0001,0406,131067,01,111111,02,03,03,,,,,,,,,,,,,1,,2,CORTAR HILOS SOBRANTES DE BOTAS,54,TEM-PAC,31,2,6884
01,020,1,5,13,048,0001,0406,131067,02,111111,02,03,02,,,,,,,,,,,,,1,,3,MECANICA EN GENERAL,52,TALLER EL CHINO,81,2,3442
01,029,1,5,13,048,0001,0406,131067,03,111111,03,03,03,,,,,,,,,,,,,1,,4,LEVANTAR PAREDES HACER MEZCLA DE CEMENTO Y GRAVA,52,NO TIENE NOMBRE,23,2,3442
01,048,2,5,13,048,0001,0406,131067,04,111111,01,04,03,2,PREPARATORIA,1,,,,,2,,,2,2,1,,1,EMPLEADA DOMESTICA,82,NO TIENE NOMBRE,81,2,6884
01,023,1,5,13,048,0001,0406,131067,05,111111,02,03,03,,,,,,,,,,,,,1,,2,MONTAR MICAS ARMAZONES DE LENTES DE GRADUACION,52,PRODUCTOS OPTICOS Y SOLUCIONES,33,2,3442
01,064,1,5,13,048,0001,0213,131102,01,111111,01,03,03,,,,,,,,,,,,,6,5,,,,,,,1649
01,046,1,5,13,048,0001,0213,131102,02,111111,01,03,03,,,,,,,,,,,,,1,,4,SUPERVISA SU NEGOCIO CAFETERIA,81,CAFETERIA DE LA UNIVERSIDAD,72,2,1649
01,041,1,5,13,048,0001,0213,131102,03,111111,01,07,05,3,ADMINISTRADOR EMPRESAS,1,2,1,2,1,2,,,2,1,1,,1,DEPARTAMENTO ADMINISTRATIVO DE ENTRADAS Y SALIDAS,21,COMPA�IA DE LUZ Y FUERZA,22,1,1649
01,062,1,5,13,048,0001,0213,131102,04,111111,01,02,06,,,,,,,,,,,,,6,5,,,,,,,1649
01,031,2,5,13,048,0001,0228,131104,01,111111,03,04,03,2,PREPARATORIA,1,,,,,2,,,9,9,1,,1,RECIBIR REGISTROS DE CAMPA�AS MUNICIPALES SOBRES,62,PROMOCION DE LA SALUD SSH,62,1,2549
01,049,2,5,13,048,0001,0228,131104,02,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,2549
01,047,1,5,13,048,0001,0228,131104,03,111111,01,03,02,,,,,,,,,,,,,1,,4,CORTAR MATERIAL SACAR MEDIDAS SOLDAR PIEZAS,52,SIN NOMBRE,33,2,2718
01,072,2,5,13,048,0001,0228,131104,04,111111,01,05,03,2,PROFESOR DE ESCUELA PRIMARIA,9,,,,,2,,,2,2,6,5,,,,,,,2549
01,031,2,5,13,048,0001,0228,131104,05,111111,02,04,03,2,PREPARATORIA,1,,,,,2,,,2,2,1,,1,CONTESTA LAS LLAMADAS QUE ENTRAN AL CONMUTADOR,62,OWENS ILLINOIS,32,2,2549
01,029,2,5,13,048,0001,1264,131163,01,111111,02,03,03,,,,,,,,,,,,,8,5,,,,,,,2610
01,036,1,5,13,048,0001,1264,131163,02,111111,01,03,03,,,,,,,,,,,,,1,,1,TRASLADA AL PASAJE AL LUGAR QUE LE INDIQUEN COBRA,55,RADIO TAXI,48,2,2783
01,035,2,5,13,048,0001,1264,131163,03,111111,02,04,03,2,GENERAL,1,,,,,2,,,2,2,5,5,,,,,,,2610
01,030,2,5,13,048,0001,1264,131163,04,111111,02,03,02,,,,,,,,,,,,,5,5,,,,,,,2610
01,040,1,5,13,048,0001,1264,131163,05,111111,01,03,03,,,,,,,,,,,,,1,,1,REPARA AUTOBUSES,52,MAX TOUR SA CV,48,2,2783
01,043,1,5,13,048,0001,0444,131167,01,111111,03,04,03,2,PREPARATORIA,1,,,,,2,,,1,2,1,,4,ATENDER A SUS CLIENTES DESPACHA RECIBE MERCANCIA,71,NO TIENE NOMBRE,46,2,2658
01,071,2,5,13,048,0001,0444,131167,02,111111,02,02,06,,,,,,,,,,,,,1,,1,RECIBE MATERIAL DE CONSTRUCCION Y DESPACHA,62,CONSTRUCTORA LOS CEDROS,23,2,2493
01,052,1,5,13,048,0001,0444,131167,04,111111,01,05,05,2,PROFESOR,1,,,,,2,,,1,1,3,5,,,,,,,2658
01,026,2,5,13,048,0001,0444,131167,05,111111,02,04,03,2,TECNICO EN CONTABILIDAD,1,,,,,2,,,2,1,1,,4,DISTRIBUCION DE PRODUCTOS NUTRICIONAL,72,HERBALIFE,46,2,2493
01,036,1,5,13,051,0060,037A,131135,01,111111,01,06,03,2,TECNICO EN COMPUTACION,1,,,,,2,,,9,1,1,,1,ATIENDE AL PUBLICO ELABORA CONTRATOS,62,CYA DE LYF,22,1,2567
01,021,1,5,13,051,0060,037A,131135,02,111111,02,04,03,2,GENERAL,2,,,,,2,,,2,1,8,5,,,,,,,2567
01,032,1,5,13,051,0060,037A,131135,03,111111,01,04,03,2,TECNICO MECANICO,1,,,,,2,,,2,1,1,,1,MANTENIMIENTO A REFRIGERADORES Y A SUBESTACIONES,52,SANTA CLARA SA,31,1,2567
01,031,2,5,13,051,0060,037A,131135,04,111111,02,03,03,,,,,,,,,,,,,8,5,,,,,,,2408
01,038,2,5,13,051,0060,037A,131135,05,111111,02,06,03,3,SECRETARIA EJECUTIVA BILINGUE,2,,,,,2,,,2,2,5,1,4,COMPRA MATERIA PRIMA PARA ELABORACION DE VELAS,52,NO TIENE NOMBRE,33,2,2408
01,055,2,5,13,048,0001,1033,131197,01,111111,02,03,03,,,,,,,,,,,,,8,5,,,,,,,2466
01,056,2,5,13,048,0001,1033,131197,03,111111,01,04,03,2,TECNICA EN SECRETARIADO EJECUTIVO BILINGUE,1,,,,,2,,,2,1,1,,1,CUIDADO MATERNO A NI�AS SIN PADRES,81,DIF CASA DE LA NI�A,62,2,2466
01,020,2,5,13,048,0001,1033,131197,04,111111,02,03,02,,,,,,,,,,,,,5,5,,,,,,,2466
01,050,2,5,13,048,0001,1033,131197,05,111111,03,07,03,3,EDUCADORA,1,2,2,2,2,2,,,2,2,1,,1,EDUCACION INFANTIL CENTRO DE ATENCION INFANTIL COM,13,CAIC PERTENECE AL DIF ESTATAL,61,1,2466
01,025,1,5,13,048,0001,0872,131224,01,111111,02,04,03,,COMPUTACION,1,,,,,2,,,9,1,1,,1,CHECAR EL ACCESO Y COBRAR EL TIEMPO DE 17 COMPUTAD,81,CHACON,51,2,3913
01,030,2,5,13,048,0001,0872,131224,02,111111,03,03,03,,,,,,,,,,,,,1,,1,LIMPIEZA GENERAL A LOS BA�OS OFICINA JARDIN DE NI�,81,JARDIN DE NI�OS JOSEFA ORTIZ DE DOMINGUEZ,61,2,4173
01,042,2,5,13,048,0001,0872,131224,03,111111,02,07,04,3,LIC. EN DERECHO,1,2,2,2,2,2,,,2,2,1,,1,ASESORIA LEGAL EN EL REMILETE,11,MUSEO REMILETE,71,1,4173
01,056,2,5,13,048,0001,0872,131224,04,111111,01,03,03,,,,,,,,,,,,,1,,1,INTENDENTE LIMPIEZA EN LAS OFICINAS TV CABLE CUBIT,81,TV CABLE DE PROVINCIA,51,2,4173
01,046,1,5,13,048,0001,0872,131224,05,111111,01,05,05,3,EDUCADOR-PROFESOR,1,1,1,1,1,2,,,1,1,1,,1,ACTUALIZACION DE MATERIAS A NIVEL PRIMARIA,61,SEP,93,1,3913
01,032,2,5,13,048,0001,0904,131226,01,111111,01,07,05,3,ENFERMERIA,1,1,1,1,2,2,,,2,2,1,,1,APOYO A MEDICOS Y ATENCION A ENFERMOS HOSPITALIZAD,12,IMSS,62,2,5127
01,036,1,5,13,048,0001,0904,131226,02,111111,01,03,03,,,,,,,,,,,,,1,,1,VIGILAR CALLES Y RESGUARDAR CIVILES,83,SEGURIDAD PUBLICA DEL ESTADO,93,2,1709
01,030,1,5,13,048,0001,0904,131226,03,111111,01,03,02,,,,,,,,,,,,,1,,1,ELABORACION DE PASTA DECORATIVA ACABADOS DE CASAS,52,QUMA,23,2,1709
01,025,2,5,13,048,0001,0904,131226,04,111111,01,07,02,3,NORMAL SUPERIOR,1,1,1,1,1,2,,,2,2,1,,1,CAPTURA DATOS EN BOLETAS DE CALIFICACIONES DE UNA,62,SEP PROF.MANUELO VARGAS,61,2,5127
01,038,1,5,13,048,0001,0904,131226,05,111111,01,03,03,,,,,,,,,,,,,1,,1,MANEJAR UN CAMION URBANO DE PASAJEROS,55,CAMIONES PACHUQUILLA,48,2,1709
01,037,1,5,13,048,0001,1194,131263,01,111111,01,02,03,,,,,,,,,,,,,1,,2,CIANURACION SE DEDICA AL LAVADO DE METALES EN LA M,52,COMPA�IA REAL DEL MONTE,21,2,3428
01,019,1,5,13,048,0001,1194,131263,02,111111,06,04,03,2,PREPARATORIA,1,,,,,1,2,1,,,4,5,,,,,,,3428
01,019,2,5,13,048,0001,1194,131263,03,111111,02,03,03,,,,,,,,,,,,,4,5,,,,,,,7345
01,021,1,5,13,048,0001,1194,131263,04,111111,01,04,01,2,,1,,,,,2,,,2,2,1,,1,RECEPCION DE REFACCIONES ACOMODAR REFACCIONES,71,REFACCIONES PACHUQUILLA,46,2,3428
01,048,1,5,13,048,0001,0139,131289,01,111111,01,04,03,2,PREPARATORIA,1,,,,,2,,,1,2,1,,4,SERVICIO PUBLICO FEDERAL MANEJA AUTOBUS DE PASAJER,55,AUTOBUSES XOCHIHUACAN PACHUCA,48,2,2089
01,031,1,5,13,048,0001,0139,131289,02,111111,01,07,05,3,ARQUITECTURA,2,1,1,1,1,2,,,1,2,1,,4,REALIZA PLANOS DE CONSTRUCCION DE CASAS HABITACION,11,Y ARQUITECTURA,23,2,2089
01,020,1,5,13,048,0001,0139,131289,03,111111,01,07,02,3,LIC. EN DERECHO,1,1,1,1,1,1,1,2,,,4,5,,,,,,,2089
01,068,2,5,13,048,0001,0139,131289,04,111111,01,00,00,,,,,,,,,,,,,5,5,,,,,,,1960
01,053,1,5,13,048,0001,1387,131325,01,111111,01,02,06,,,,,,,,,,,,,1,,1,CHECAR AIRE DE LOS AUTOMOVILES SURTE CASOLINA,71,GASOLINERA JUAREZ,46,2,2601
01,054,2,5,13,048,0001,1387,131325,02,111111,02,03,03,,,,,,,,,,,,,5,1,4,COMPRA MATERIAL PARA DESPUES ELABORAR MU�ECOS,52,SIN NOMBRE,33,2,2440
01,036,1,5,13,048,0001,1387,131325,03,111111,01,02,06,,,,,,,,,,,,,1,,1,MALETERO AYUDA A LLEVAR EQUIPAJE,81,CENTRAL DE AUTOBUSES,48,2,2601
01,032,1,5,13,048,0001,1387,131325,05,111111,01,04,03,2,TEC. CONTABILIDAD,1,,,,,2,,,1,2,1,,1,REPRESENTANTE DE VENTAS (LEVANTA PEDIDOS),71,DANONE,31,1,2601
01,054,1,5,13,048,0001,0815,131352,01,111111,01,07,02,3,MEDICO CIRUJANO,1,1,2,1,1,2,,,2,1,1,,1,DISTRIBUIR MEDICAMENTOS A ZONAS RURALES,55,IMSS,93,3,2184
01,063,1,5,13,048,0001,0815,131352,02,111111,01,02,06,,,,,,,,,,,,,1,,4,ABARROTES,71,EL PARAISO,46,2,2184
01,032,2,5,13,048,0001,0815,131352,03,111111,01,03,03,,,,,,,,,,,,,5,5,,,,,,,13104
01,033,1,5,13,048,0001,0815,131352,04,111111,05,07,04,3,LIC. EN DERECHO,1,2,1,2,1,2,,,1,1,1,,1,DA CLASES A NIVEL PREPARATORIA DE HUMANIDADES,13,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,61,1,2184
01,095,1,5,13,048,0001,0815,131352,05,111111,01,02,03,,,,,,,,,,,,,6,5,,,,,,,2184
01,057,2,5,13,048,0001,0251,131354,01,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,2203
01,041,1,5,13,048,0001,0251,131354,02,111111,01,08,02,4,MAESTRIA EN DOCENCIA E INVESTIGACION EDUCATIVA,2,1,1,1,1,2,,,1,2,1,,1,ES SUBDIRECTOR DE UNA SECUNDARIA AREA ADMINISTRATI,21,TELESECUNDARIA # 449,61,2,2349
01,033,1,5,13,048,0001,0251,131354,03,111111,02,06,02,3,TEC EN SISTEMAS,1,,,,,2,,,1,1,1,,1,CAPTURISTA DE DATOS DATOS DE LA GENTE QUE TIENE CR,62,COPPEL,46,2,2349
01,038,2,5,13,048,0001,0251,131354,04,111111,02,07,05,3,LIC. DERECHO,1,1,1,1,1,2,,,2,2,1,,4,PREPARACION DE ANTOJITOS VENTA DE ELLOS COBRA EL C,81,S/N,72,2,2203
01,075,2,5,13,048,0001,0251,131354,05,111111,01,03,03,,,,,,,,,,,,,5,5,,,,,,,2203
01,026,2,5,13,048,0001,0228,131384,01,111111,02,04,01,2,PREPARATORIA,1,,,,,2,,,2,2,8,1,4,PREPARACION DE CHALUPAS REALIZA LOS CONDIMENTOS,81,SIN NOMBRE,72,2,6552
01,028,1,5,13,048,0001,0228,131384,02,111111,01,02,02,,,,,,,,,,,,,1,,4,LEVANTAMIENTO DE BARDAS PREPARACION DE MEZCLA,52,S/N,23,2,4914
01,021,2,5,13,048,0001,0228,131384,03,111111,05,07,01,3,LIC. EN SISTEMAS COMPUTACIONALES,1,1,1,2,1,1,2,2,,,4,5,,,,,,,6552
01,047,1,5,13,048,0001,0228,131384,04,111111,01,04,03,2,TECNICO EN CONSTRUCCION URBANA,1,,,,,2,,,1,1,1,,4,DESARROLLADOR DE PROYECTOS DE CONSTRUCCION PLANOS,12,SIN NOMBRE,23,2,4914
01,028,1,5,13,048,0001,0228,131384,05,111111,01,07,05,3,CONTABILIDAD,1,2,1,2,1,2,,,1,2,1,,1,LLEVAR LA CONTABILIDAD DE NEGOCIOS A NIVEL MICROEM,11,CONTADORES UNO,54,2,4914
01,035,1,5,07,101,0001,1696,070011,01,111111,01,07,04,3,CONTADOR PUBLICO,1,1,1,1,1,2,,,9,1,1,,1,CONTROL DE PERSONAL IMPUESTOS MANUALMENTE,61,FOFAECH (ALIANZA PARA EL CAMPO),93,1,3654
01,021,2,5,07,101,0001,1696,070011,02,111111,04,07,02,3,ADMINISTRACION TURISTICA,1,2,2,2,1,1,1,9,,,1,,1,ELABORA Y VENDE PRODUCTOS ALIMENTICIOS,71,CINEPOLIS,51,2,10231
01,023,2,5,07,101,0001,1696,070011,03,111111,01,07,02,3,CIENCIA DE LA EDUCACION,2,2,2,2,1,1,9,1,,,4,5,,,,,,,10231
01,032,1,5,07,101,0001,1696,070011,04,111111,01,02,04,,,,,,,,,,,,,1,,4,"PINTA CASAS, ELABORA TABLA ROCA, TIROL MANUALMENTE",52,NO TIENE NOMBRE,23,2,3654
01,045,1,5,07,101,0001,1696,070011,05,121112,01,02,01,,,,,,,,,,,,,1,,1,SUPERVISA EL MATERIAL EN BODEGA MANUALMENTE,62,CERAMICA DE CHIAPAS,32,2,3654
01,077,1,5,07,101,0001,0575,070074,01,111111,01,02,03,,,,,,,,,,,,,8,5,,,,,,,9621
01,025,1,5,07,101,0001,1696,070011,05,221122,01,04,03,2,TECNICO EN CONTABILIDAD,1,,,,,2,,,9,1,1,,1,REALIZA INVENTARIO SUPERVISA PAPELERIA COMPUTADORA,71,PAPELERIA TONY,46,2,3654
01,032,2,5,07,101,0001,0575,070074,02,111111,02,06,03,2,SECRETARIA EJECUTIVA,2,,,,,2,,,9,1,5,5,,,,,,,8462
01,064,2,5,07,101,0001,0575,070074,03,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,8462
01,064,1,5,07,101,0001,0575,070074,04,111111,01,02,02,,,,,,,,,,,,,1,,3,JARDINERO CUIDA LAS PLANTAS Y APODA LOS JARDINES,81,PRESIDENCIA MUNICIPAL,93,2,9621
02,039,1,5,07,101,0001,0575,070074,05,111111,01,03,03,,,,,,,,,,,,,1,,9,,99,,99,9,0
01,025,2,5,07,101,0001,1323,070081,02,111111,02,04,03,2,PREPARATORIA,1,,,,,2,,,2,1,1,,1,FACTURAR Y HACER DEVOLUCIONES SUPERVISA LAS FACTUR,62,TIENDA SORIANA,46,2,9163
01,022,2,5,07,101,0001,1323,070081,03,111111,02,02,02,,,,,,,,,,,,,5,5,,,,,,,9163
01,039,2,5,07,101,0001,1323,070081,04,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,9163
01,019,2,5,07,101,0001,1323,070081,05,111111,02,04,01,2,PREPARATORIA,1,,,,,2,,,2,1,5,5,,,,,,,9163
01,029,1,5,07,101,0001,2336,070098,01,111111,01,02,02,,,,,,,,,,,,,1,,1,"MANIOBRISTA, CARGADOR DE CAFE MANUALMENTE",81,OMNICAFE,31,2,13323
