"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","NUMREN,C,2","NIVELINS,C,2","APOBO,C,2","CODCARR,C,3","ESPE,C,50","ANTESCO,C,1","BIOLOGIA,C,1","FISICA,C,1","QUIMICA,C,1","MATEMA,C,1","TIPOESC,C,1","EDADULG,C,2","ACTESTUDI,C,1","CIENTIF1,C,1","INGEN1,C,1","CIENTIF2,C,1","INGEN2,C,1","CONDACT,C,1","VERIDACT,C,1","POSDOCU,C,1","TAROFUN,C,70","OCUPACION,C,2","ESPECI,C,60","NODUNIECO,C,60","ACTIECO,C,2","ESPECIF,C,60","ACTICIEN,C,1","LLAVE,C,23"
4,24,028,0001,2075,240144,03,1,1,01,04, 3,,,,,,,,2,18,2,,,2,1,1,,4,PREPARACION Y VENTA DE POLLO ROSTIZADO,81,COMERCIANTE DE ALIMENTOS PREPARADOS,ROSTICERIA LA GRANJA,72,A LA PREPARACION Y VENTA DE POLLOS ROSTIZADOS EN UN MERCADO,2,24028000120752401440311
4,24,028,0001,2075,240144,04,1,1,01,02, 2,,,,,,,,,,,,,,,6,5,,,,,,,,,24028000120752401440411
4,24,028,0001,2075,240144,05,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,ESTAR AL PENDIENTE DE LOS DESPACHADORES DE LAS BOMBAS ETC. EN UNA GASO,71,ENCARGADO DE GASOLINERA,PETROLEOS MEXICANOS (PEMEX),46,"A LA VENTA DE GASOLINA DIESEL , ACEITES ETC. EN UNA GASOLINE",2,24028000120752401440511
4,24,028,0001,2268,240213,01,1,1,02,04, 2,,,,,,,,1,18,2,,,2,2,8,5,,,,,,,,,24028000122682402130111
4,24,028,0001,2268,240213,02,1,1,01,07, 5,331,ING. AGRONOMO FITOTECNISTA,3,1,1,1,1,1,22,2,,,1,1,1,,1,SUPERVISA EL AREA DE PRODUCCION,51,ENCARGADO DE PRODUCTIVIDAD SUPERVISOR,ARCOMETAL,33,"PERFILES, ESTRUCTURAS Y TUBULARES",2,24028000122682402130211
4,24,028,0001,2268,240213,03,1,1,03,04, 2,,,,,,,,1,17,1,2,1,,,8,5,,,,,,,,,24028000122682402130311
4,24,028,0001,2268,240213,04,1,1,01,04, 3,,,,,,,,1,18,1,2,1,,,1,,1,CHOFER TRASLADAR A PERSONAS,55,CHOFER,TASEMACO,81,TALLER DE MAQUINARIA Y PARA CONSTRUCCION,2,24028000122682402130411
4,24,028,0001,2268,240213,05,1,1,02,07, 5,393,CONTADOR PUBLICO,3,2,2,2,1,1,22,2,,,2,2,8,1,4,CONFECCIONAR ROPA PRENDAS PARA MUJER,52,MODISTA,SIN NOMBRE,31,CONFECCIONA ROPA DE MUJER EN UN PEQUEÑO TALLER QUE TIENE ENC,2,24028000122682402130511
4,24,028,0001,2291,240036,01,1,1,02,04, 3,,,,,,,,1,18,2,,,2,2,5,5,,,,,,,,,24028000122912400360111
4,24,028,0001,2291,240036,02,1,1,01,02, 6,,,,,,,,,,,,,,,1,,1,VENDE PAN EMPAQUETADO EN LAS TIENDAS,71,VENDEDOR DE PAN,BIMBO,43,ELABORACION Y VENTA DE PRODUCTOS ALIMENTICIOS,2,24028000122912400360211
4,24,028,0001,2291,240036,03,1,1,03,00, 0,,,,,,,,,,,,,,,1,,3,HACE MEZCLA Y PEGA LADRILLOS,54,PEON DE MANO,CASA PARTICULARES (NO TIENE NOMBRE),23,ELABORACION DE CASAS HABITACION DONDE SOLICITEN SUS SERVICIO,2,24028000122912400360311
4,24,028,0001,2291,240036,04,1,1,02,04, 2,,,,,,,,1,18,2,,,2,2,1,,4,"PAPELERIA, VENTA DE ARTICULOS ESCOLARES Y REGALOS",71,VENDEDORA DE SU PROPIO NEGOCIO,SIN NOMBRE,46,VENTA DE ARTICULOS ESCOLARES Y REGALOS EN UN LOCAL,2,24028000122912400360411
4,24,028,0001,2291,240036,05,1,1,03,04, 2,,,,,,,,1,16,2,,,2,1,1,,4,PINTAR FACHADAS E INTERIORES DE CASAS,52,PINTOR DE FACHADAS E INTERIOR DE CASAS,SIN NOMBRE,23,PINTAR INTERIORES Y FACHADAS DE CASAS,2,24028000122912400360511
4,24,028,0001,2357,240307,01,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,CHOFER FORANEO,55,CHOFER,AUTOTRANSPORTES BISONTE,48,REPARTIDOR DE POLIETILENO EN UNA FABRICA,2,24028000123572403070111
4,24,028,0001,2357,240307,02,1,1,01,02, 6,,,,,,,,,,,,,,,1,,4,PEPENA FIERRO,72,PEPENADOR,SIN NOMBRE,56,PEPENAR FIERRO EN LA BASURA,2,24028000123572403070211
4,24,028,0001,2357,240307,03,1,1,01,07, 2,413,ING. EN SISTEMAS,3,1,1,1,1,1,22,2,,,2,1,1,,1,SERVIR BEBIDAS Y ALIMENTOS,81,MESERO,LA ANTIGUA,72,CENTRO NOCTURNO,2,24028000123572403070311
4,24,028,0001,2357,240307,04,1,1,02,06, 2,186,SECRETARIADO,2,,,,,2,22,2,,,2,2,1,,2,CHECAR QUE EL PRODUCTO VAYA BIEN EN EL PROCESO DE PRODUCCION,51,ASOCIADA,MEAD WEST VACO CALMAR,33,"PRODUCE Y ELABORA BOMBAS ATOMIZADORAS PARA PERFUMES, CREMAS",3,24028000123572403070411
4,24,028,0001,2357,240307,05,1,1,02,04, 3,,,,,,,,1,18,2,,,1,1,8,1,4,"VENTA DE ARETES, ANILLOS DE FANTASIA",71,VENDEDORA DE TIANGUIS,SIN NOMBRE,46,"VENTA DE ARETES, ANILLOS DE FANTASIA EN LOS TIANGUIS",2,24028000123572403070511
4,24,028,0001,2431,240266,01,1,1,02,07, 5,404,LIC. EN EDUCACION ESPECIAL,3,1,2,1,2,1,23,2,,,2,2,1,,1,IMPARTE CLASES DE PREESCOLAR,13,MAESTRA DE PREESCOLAR,APAC,61,TRABAJAR CON NIÑOS QUE TIENEN PARALISIS CEREBRAL,1,24028000124312402660111
4,24,028,0001,2431,240266,02,1,1,02,06, 3,001,MODISTA,1,,,,,,,,,,,,1,,4,"CONFECCIONA PRENDAS PARA DAMA COMO VESTIDOS, PANTALONES Y BLUSASA",52,MODISTA,SIN NOMBRE,31,CONFECCIONAR PRENDAS DE MUJER,2,24028000124312402660211
4,24,028,0001,2431,240266,03,1,1,02,03, 3,,,,,,,,,,,,,,,8,5,,,,,,,,,24028000124312402660311
4,24,028,0001,2431,240266,04,1,1,02,02, 6,,,,,,,,,,,,,,,8,5,,,,,,,,,24028000124312402660411
4,24,028,0001,2431,240266,05,1,1,01,00, 0,,,,,,,,,,,,,,,1,,4,VENTA DE ROPA USADA,71,VENDEDORA,SIN NOMBRE,46,VENDE ROPA USADA EN TIANGUIS,2,24028000124312402660511
4,24,028,0001,2569,240217,01,1,1,01,07, 5,421,LIC. EN MATEMATICAS,3,1,2,1,1,1,40,2,,,1,1,1,,1,"ADMINISTRATIVO, SUBDIRECTOR, CONTROL DE PERSONAL Y ALUMNOS",21,SUBDIRECTOR,TECNICA 42,61,EDUCACION A NIVEL SECUNDARIA,2,24028000125692402170111
4,24,028,0001,2569,240217,02,1,1,04,07, 1,374,DERECHO,3,2,2,2,2,2,19,1,2,2,,,1,,4,RENTA Y VENTA DE VIDEOJUEGOS EN UN LOCAL,81,RENTA DE VIDEOJUEGOS,RENTA Y VENTA DE XBOX,46,VENDE Y RENTA XBOX EN UN LOCAL,2,24028000125692402170211
4,24,028,0001,2569,240217,05,1,1,01,05, 4,711,MAESTRA DE EDUCACION PRIMARIA,2,,,,,1,19,2,,,2,2,1,,1,MAESTRA PRIMARIA FRENTE A GRUPO,13,MAESTRA,FRANCISCO GONZALEZ BOCANEGRA,61,A LA EDUCACION PRIMARIA,1,24028000125692402170511
4,24,028,0001,2821,240325,02,1,1,01,06, 3,403,LIC. EN EDUCACION,3,1,1,2,1,2,25,2,,,2,2,1,,1,ENSEÑARLES A LOS NIÑOS VALORES REGLAS,13,EDUCADORA,GUARDERIA MI CIUDAD DEL DIF MUNICIPAL,62,ASITENCIA FAMILIAR A PERSONAS DE ESCASOS RECURSOS,2,24028000128212403250211
4,24,028,0001,2821,240325,03,1,1,04,04, 3,,,,,,,,1,18,2,,,2,1,5,5,,,,,,,,,24028000128212403250311
4,24,028,0001,2821,240325,04,1,1,02,03, 3,,,,,,,,,,,,,,,1,,4,"A LA VENTA DE COSMETICOS, PERFUMES ETC.. POR CATALOGO",72,VENDEDORA DE COSMETICOS POR CATALOGO,NO TIENE NOMBRE,46,"A LA COMPRA Y VENTA DE PRODUCTOS DE PERFUMERIA, COSMETICOS E",2,24028000128212403250411
4,24,028,0001,2821,240325,05,1,1,01,02, 6,,,,,,,,,,,,,,,1,,1,"ELABORA FACTURAS, VOLANTES Y TODO TIPO DE PUBLICIDAD IMPRESA EN UNA IM",52,SERIGRAFISTA,"CONTROL FORMAS, S.A. DE C.V.",32,"A LA ELABORACION DE FACTURAS, VOLANTES PUBLICIDAD IMPRESA EN",3,24028000128212403250511
4,24,028,0001,2944,240231,01,1,1,01,03, 3,,,,,,,,,,,,,,,1,,2,MOVER LOS TUBOS DE UN LUGAR A OTRO,55,MONTACARGUISTA,PEASA,43,VENTA DE TUBO DE ACERO INOXIDABLE,1,24028000129442402310111
4,24,028,0001,2944,240231,02,1,1,02,02, 6,,,,,,,,,,,,,,,8,5,,,,,,,,,24028000129442402310211
4,24,028,0001,2944,240231,03,1,1,01,04, 3,,,,,,,,2,18,2,,,2,1,1,,4,REPARACION DE ARTICULOS DE FOTOGRAFIA,12,TECNICO EN MANTENIMIENTO,SIN NOMBRE,81,REPARAR ARTICULOS PARA FOTOGRAFIA EN SU CASA,2,24028000129442402310311
4,24,028,0001,2944,240231,04,1,1,04,06, 3,183,CONTADOR PRIVADO,2,,,,,2,18,2,,,2,2,1,,1,VERIFICAR LOS BILLETES EN UNA CAJA,62,CAJERA,EPSA,56,EMPRESA DE VALORES,1,24028000129442402310411
4,24,028,0001,2944,240231,05,1,1,03,03, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,24028000129442402310511
4,24,028,0001,3073,240221,02,1,1,03,03, 3,,,,,,,,,,,,,,,1,,1,"LIMPIA LA CASA, HACE LA COMIDA ATIENDE A LOS VIEJITOS",82,EMPLEADA DOMESTICA,TRABAJADOR DOMESTICO,81,EN LA CASA,2,24028000130732402210211
4,24,028,0001,3073,240221,05,1,1,01,06, 3,186,secretariado,2,,,,,2,18,2,,,2,1,1,,4,HACE PASTELES PARA SU VENTA,52,REPOSTERIA,MOLINO DE CAEN,31,HACEN PASTELES,2,24028000130732402210511
4,24,028,0001,3228,240415,01,1,1,02,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,24028000132282404150111
4,24,028,0001,3228,240415,02,1,1,03,03, 3,,,,,,,,,,,,,,,1,,5,DESPACHAR Y ATENDER GENTE EN UNA DULCERIA,71,DESPACHADOR,DULCERIA Y PLASTICOS FLOR,46,AL COMPRA VENTA DE DULCES Y PLASTICOS,2,24028000132282404150211
4,24,028,0001,3228,240415,03,1,1,01,02, 6,,,,,,,,,,,,,,,1,,4,"A LA VENTA DE COSMETICOS COMO LABIALES, SOMBRAS ETC.. POR CATALOGO",71,COMERCIANTE DE COSMETICOS POR CATALOGO,SIN NOMBRE,46,A LA COMPRA Y VENTA DE COSMETICOS POR CATALOGO EN SU CASA Y,2,24028000132282404150311
4,24,028,0001,3228,240415,05,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,MANDAR A LAS COCINERAS CHECAR LA ALIMENTACION DE LOS NIÑOS,61,JEFA DE AREA DE NUTRICION,GUARDERIA EDBI DEL SUTSGE,62,AL CUIDADO DE LOS NIÑOS DE MADRES TRABAJADORAS EN UNA GUARDE,2,24028000132282404150511
4,24,035,0001,0478,240206,01,1,1,01,03, 1,,,,,,,,,,,,,,,1,,1,PONER MARCOS EN ESTRUCTURAS Y SOLDAR MAQUINAS DE RODILLOS CON SOLDADOR,54,AYUDANTE DE HERRERO,"SUACERO, S.A. DE C.V.",33,"A LA ELABORACION Y VENTA DE VARILLA, POSTES PARA CERCAS GANA",3,24035000104782402060111
4,24,035,0001,0478,240206,02,1,1,01,03, 3,,,,,,,,,,,,,,,1,,4,"VENDE COSMETICOS, ZAPATOS, PERFUMES POR CATALOGO",72,VENDEDORA DE ARTICULOS DE CATALOGO,NO TIENE NOMBRE,46,"A LA VENTA DE COSMETICOS, ZAPATOS, PERFUMES POR CATALOGO EN",2,24035000104782402060211
4,24,035,0001,0478,240206,03,1,1,02,04, 3,,,,,,,,1,18,2,,,1,2,8,5,,,,,,,,,24035000104782402060311
4,24,035,0001,0478,240206,04,1,1,01,06, 5,183,CONTADOR PRIVADO,2,,,,,1,18,2,,,2,1,6,5,,,,,,,,,24035000104782402060411
4,24,035,0001,0478,240206,05,1,1,03,03, 3,,,,,,,,,,,,,,,1,,1,"INTERESAR AL CLIENTE, OFRECER EL PRODUCTO HASTA CONCRETAR LA VENTA",71,EJECUTIVA DE VENTAS,EMPRESA GENERAL MOTORS,33,FABRICACION Y VENTA DE VEHICULOS AUTOMOTRICES,2,24035000104782402060511
4,24,035,0001,0482,240388,01,1,1,02,04, 2,,,,,,,,1,19,1,2,1,,,4,5,,,,,,,,,24035000104822403880111
4,24,035,0001,0482,240388,02,1,1,01,07, 5,374,ABOGADO,3,2,2,2,2,1,24,2,,,1,2,1,,1,ATENDER AL PUBLICO BRINDAR ASESORIA Y ORIENTACION LEGAL,11,ABOGADO,GOBIERNO DEL ESTADO,93,A PROCURAR LA JUSTICIA EN EL ESTADO,1,24035000104822403880211
4,24,035,0001,0482,240388,03,1,1,01,02, 4,,,,,,,,,,,,,,,8,5,,,,,,,,,24035000104822403880311
4,24,035,0001,0482,240388,04,1,1,01,07, 5,393,LICENCIADO EN CONTADURIA,3,2,2,2,1,1,22,2,,,2,2,1,,1,ELABORA LOS ESTADOS FINANCIEROS ASI COMO VIGILAR LASA OBLIGACONES FISC,11,CONTADOR PUBLICO,UNITROL,46,COMPRAVENTA DE COMPONENTES ELECTRICOS E UNA EMPRESA,2,24035000104822403880411
4,24,035,0001,0482,240388,05,1,1,04,07, 3,392,LICENCIADO EN ADMINISTRACION DE EMPRESAS,3,2,2,2,1,1,21,1,2,2,,,1,,1,MANTENIMIENTO DEL AREA DE PRODUCCION Y EMPAQUETADO,81,EMPACADOR,COSTCO DE MEXICO,46,TIENDA DE AUTOSERVICIO,2,24035000104822403880511
4,24,035,0001,0656,240109,01,1,1,01,00, 0,,,,,,,,,,,,,,,1,,4,VENDE TRIPITAS DE RES POR KILO SIN FREIR EN SU CASA,71,VENDEDOR DE TRIPITAS DE RES,SIN NOMBRE,46,VENTA DE TRIPITAS DE RES EN SU CASA SIN FREIR,2,24035000106562401090111
4,24,035,0001,0656,240109,02,1,1,03,02, 2,,,,,,,,,,,,,,,1,,4,"VENDE REFRESCOS Y FRITURAS, DUROS PREPARADOS",81,VENDEDORA DE SU PROPIO NEGOCIO,SIN NOMBRE,72,"VENTA DE REFRESCOS Y FRITURAS, DUROS PREPARADOS EN SU CASA",2,24035000106562401090211
4,24,035,0001,0656,240109,03,1,1,03,07, 1,415,ING. MECATRONICA,3,2,1,1,1,1,20,1,1,1,,,8,5,,,,,,,,,24035000106562401090311
4,24,035,0001,0656,240109,04,1,1,03,07, 2,413,ING. SISTEMAS,3,1,1,1,1,1,21,1,2,1,,,8,5,,,,,,,,,24035000106562401090411
4,24,035,0001,0656,240109,05,1,1,01,03, 2,,,,,,,,,,,,,,,1,,4,VENTA DE DISCOS GRABADOS,71,COMERCIANTE,SIN NOMBRE,46,VENDER PELICULAS Y CD GRABADOS,2,24035000106562401090511
4,25,006,0001,0095,250355,01,1,1,01,07, 5,311,LIC EN ARQUITECTURA,3,2,2,2,1,1,25,2,,,2,1,1,,1,MANEJA CUADRILLAS DE GENTES EN LA CONSTRUCCION DE VIVIENDAS,51,RESIDENTE DE OBRA,ALSY CONSTRUCCIONES,23,A CONSTRUIR VIVIENDA PARA SU VENTA,2,25006000100952503550111
4,25,006,0001,0095,250355,02,1,1,01,04, 3,,,,,,,,1,17,2,,,2,2,1,,1,ADMINISTRAR Y COBRAR EN LA CAJA,62,CAJERA,GRUPO GAVOPE,46,VENTA DE ARTICULOS DE PIEL Y BARES,2,25006000100952503550211
4,25,006,0001,0095,250355,03,1,2,01,07, 5,374,LICENCIADO EN DERECHO,3,2,2,2,2,1,28,2,,,1,2,1,,4,ABOGACIA EN GENERAL DE ASUNTOS CIVILES Y MERCANTILES,11,ABOGADO,NO TIENE,54,ASESORAR JURIDICAMENTE A PERSONAS Y EMPRESAS QUE REQUIEREN S,2,25006000100952503550312
4,25,006,0001,0095,250355,03,2,2,02,07, 4,404,LICENCIADA EN EDUCACION ESPECIAL,3,2,2,2,1,1,22,2,,,2,2,2,,1,SENSIBILIZAR INSTRUIR A NIÑOS CON CAPACIDADES DIFERENTES,13,MAESTRA DE APOYO,KINDER MARIA AIDE BARRAZA DE CALDERON,61,A ENSEÑAR A LOS NIÑOS DE ETAPA PREESCOLAR,2,25006000100952503550322
4,25,006,0001,0095,250355,04,1,1,01,07, 4,413,LICENCIADO EN INFORMATICA,3,2,2,2,1,1,23,2,,,2,1,1,,1,SERVICIOS FINANCIEROS CONTABILIDAD DE UN BANCO,12,FUNCIONARIO DE SERVICIOS,BANCO DEL BAJIO,52,DA SERVICIOS FINANCIEROS,2,25006000100952503550411
4,25,006,0001,0095,250355,05,1,1,03,07, 5,374,LICENCIADO EN DERECHO,3,2,2,2,2,1,23,2,,,2,1,1,,4,SEMBRAR BENEFCIAR LA TIERRA Y COSECHARLA,41,AGRICULTOR,NO TIENE,11,A LA SIEMBRA Y COSECHA DE GRANOS,2,25006000100952503550511
4,25,006,0001,0288,250188,01,1,1,02,07, 5,341,FISIATRA,3,1,2,2,1,1,23,2,,,1,2,1,,4,REHABILITAR FISICAMENTE A LAS PERSONAS,11,TERAPEUTA FISICO,UNIDAD DE MEDICINA FISICA Y REHABILITACION,62,A DAR REHABILITACION A PERSONAS CON ALGUNA DISCAPACIDAD FISI,2,25006000102882501880111
4,25,006,0001,0288,250188,02,1,1,01,02, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,25006000102882501880211
4,25,006,0001,0288,250188,03,1,1,02,07, 5,374,LIC EN DERECHO Y CIENCIAS SOCIALES,3,2,2,2,2,3,26,2,,,1,1,5,5,,,,,,,,,25006000102882501880311
4,25,006,0001,0288,250188,04,1,1,01,03, 3,,,,,,,,,,,,,,,8,5,,,,,,,,,25006000102882501880411
4,25,006,0001,0288,250188,05,1,1,01,07, 5,331,INGENIERO AGRONOMO ZOOTECNISTA,3,1,1,1,1,2,23,2,,,1,1,1,,4,VENTAS DE FERTILIZANTES INSUMOS AGRICOLAS,71,VENDEDOR,GANADERIA INTEGRAL VIZUR SA DE CV ESPECIALIDADES INTEGRADAS,32,CRIA DE GANADO Y FABRICACION DE FERTILIZANTES ORGANICOS,2,25006000102882501880511
4,25,006,0001,0324,250160,01,1,1,01,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,25006000103242501600111
4,25,006,0001,0324,250160,02,1,1,04,07, 5,362,QUIMICO FARMACEUTICO BIOLOGO,3,1,2,1,1,1,24,2,,,1,2,1,,1,REALIZA ANALISIS CLINICOS Y TOMA DE MUESTRAS DE SANGRE,11,QUIMICO,CENTRO DE SALUD URBANO DE CULIACAN,62,DA ATENCION MEDICA Y MEDICINA PREVENTIVA Y CONSULTA EXTERNA,2,25006000103242501600211
4,25,006,0001,0324,250160,04,1,1,04,06, 2,186,SECRETARIA EJECUTIVA,2,,,,,2,23,2,,,2,2,5,1,4,HACE CHORIZO CHILORIO Y LO VENDE,52,PRODUCTOR,NO TIENE,31,HACER CHORIZO Y CHILORIO Y VENDERLO,2,25006000103242501600411
4,25,006,0001,0324,250160,05,1,1,02,07, 1,396,MERCADOTECNIA,3,2,2,2,1,2,22,2,,,2,1,1,,1,ASESORAR SOBRE CREDITOS HIPOTECARIOS,71,ASESOR INMOBILIARIO,STANZA RESIDENCIAL,53,PROMOVER LA VENTA DE VIVIENDAS HACERLAS,2,25006000103242501600511
4,25,006,0001,2049,250100,01,1,1,02,04, 2,,,,,,,,1,38,1,2,2,,,5,5,,,,,,,,,25006000120492501000111
4,25,006,0001,2049,250100,02,1,1,01,03, 3,,,,,,,,,,,,,,,1,,4,VENDE ROPA USADA CHACHARAS,71,VENDEDORA,SIN NOMBRE,46,VENDEDORA O COMERCIANTE DE PRODUCTOS CHACHARAS ROPA USADA,2,25006000120492501000211
4,25,006,0001,2049,250100,03,1,1,01,02, 5,,,,,,,,,,,,,,,1,,1,HACE LAMPARAS PARA LUZ,53,EMPLEADO EN GENERAL,HIGHUMEN,33,FABRICA LAMPARAS PARA ILUMINACION,2,25006000120492501000311
4,25,006,0001,2049,250100,04,1,1,03,06, 2,191,TECNICO AUXILIAR EDUCADORA,2,,,,,2,18,1,2,2,,,2,,1,AYUDA A LA MAESTRA DE KINDER EN LAS ACTIVIDADES DE LOS NIÑOS,12,AUXILIAR TECNICO DE EDUCADORA,KINDER ALBA DE ACOSTA,61,A EDUCAR A NIÑOS DE PREESCOLAR,2,25006000120492501000411
4,25,006,0001,2049,250100,05,1,1,02,07, 4,404,LIC EN EDUCACION ESPECIAL INTEGRAL,3,2,2,2,2,1,36,2,,,2,2,1,,1,REFORZAR EL APRENDIZAJE A NIÑOS CON NECESIDADES EDUCATIVAS ESPECIALES,13,MAESTRA DE APOYO,ESC PRIMARIA GABRIEL LEYVA SOLANO,61,A LA ENSEÑANZA BASICA Y APRENDIZAJE DE LOS NIÑOS,2,25006000120492501000511
4,25,006,0001,2068,250058,01,1,1,03,04, 1,,,,,,,,1,18,2,,,2,1,1,,4,ACABADOS DE TABLAROCA,52,TABLARROQUERO,NO TIENE,23,HACER DIVISIONES Y ACABADOS EN TABLARROCA,2,25006000120682500580111
4,25,006,0001,2068,250058,02,1,1,02,04, 2,,,,,,,,1,18,2,,,2,2,1,,1,TRAMITA TARJETAS DE CREDITO,12,PROMOTORA DE TARJETAS DE CREDITO,EYB PROMOCION EMPRESARIAL,56,PRESTA SERVICIOS Y PROMUEVE MARCAS Y CREDITOS,2,25006000120682500580211
4,25,006,0001,2068,250058,03,1,1,01,00, 0,,,,,,,,,,,,,,,8,5,,,,,,,,,25006000120682500580311
4,25,006,0001,2068,250058,04,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,DESHUEZAR RESES EN UNA CARNICERIA,52,CARNICERO,COMERCIALIZADORA LAAS GARZAS,46,VENTA DE CARNE Y RESES EN CANAL,2,25006000120682500580411
4,25,006,0001,2068,250058,05,1,1,02,03, 3,,,,,,,,,,,,,,,5,1,4,VENDE HELADOS Y TAMALES,52,NO TIENE,NO TIENE,31,HACE HELADOS Y VENDE TAMALES,2,25006000120682500580511
4,25,006,0001,348A,250045,01,1,1,02,07, 5,374,LIC EN DERECHO Y CIENCIAS SOCIALES,3,2,2,2,2,1,32,2,,,1,1,1,,4,LITIGAR CASOS CIVILES MERCANTILES ADMON. FAMILIAR Y PENAL,11,ABOGADA EN DERECHO,SIN NOMBRE,54,LITIGAR CASOS CIVILES EN LOS JUZGADOS,2,250060001348A2500450111
4,25,006,0001,348A,250045,02,1,1,01,02, 6,,,,,,,,,,,,,,,1,,4,VENDEDOR DE BOLIS BON ICE POR LA CALLE,72,VENDEDOR DE CAMBANCEO,BON ICE,46,A VENDER GOLOSINAS CONGELADAS,2,250060001348A2500450211
4,25,006,0001,348A,250045,03,1,1,01,00, 0,,,,,,,,,,,,,,,8,5,,,,,,,,,250060001348A2500450311
4,25,006,0001,348A,250045,04,1,1,02,07, 5,362,LIC. QUIMICO FARMACEUTICO BIOLOGO,3,1,1,1,1,1,24,2,,,2,2,1,,4,TOMAR Y ANALIZAR MUESTRAS DE SANGRE,11,QUIMICO,SERVICIOS MEDICOS PATRICIA,62,PRESTAR SERVICIOS MEDICOS,1,250060001348A2500450411
4,25,006,0001,348A,250045,05,1,1,01,04, 1,,,,,,,,1,16,2,,,2,1,1,,1,CAMAROGRAFO DE NOTICIEROS Y EVENTOS ESPECIALES,12,CAMAROGRAFO NOTICIARISTA,T.V DE CULIACAN,51,TRANSMISION DE PROGRAMAS COMERCIALIZACION DE SPOTS NOTICIAS,2,250060001348A2500450511
4,25,006,0001,3507,250399,01,1,1,02,07, 5,393,LIC EN CONTADURIA PUBLICA,3,2,2,2,1,1,26,2,,,2,2,1,,1,SUPERVISA LAS PRACTICAS TECNOLOGICAS DE LOS MAESTROS,61,JEFE D EPROYECTOS DE TALLERES Y LABORATORIOS,CONALEP1,61,A LA EDUCACION PROFESIONAL TECNICA BACHILLER,1,25006000135072503990111
4,25,006,0001,3507,250399,02,1,1,04,02, 3,,,,,,,,,,,,,,,1,,1,HACE MUEBLES PARA EL HOGAR COMO COCINAS MUEBLES MESAS Y SILLAS,52,CARPINTERO,SIN NOMBRE,33,A ELABORAR Y HACER MUEBLES EN GENERAL PARA CASA (DE MADERA),2,25006000135072503990211
4,25,006,0001,3507,250399,03,1,1,03,04, 3,,,,,,,,1,18,2,,,2,2,1,,1,SUPERVISA LA HORA Y LA ENTRADA DE LOS TRABAJADORES,62,PROMOTORA DE CUADERNOS (NORMA),BIENES Y CONSUMO S.A DE C.V,32,FABRICA Y VENTA DE PRODUCTOS ESCOLARES,2,25006000135072503990311
4,25,006,0001,3507,250399,05,1,1,01,02, 6,,,,,,,,,,,,,,,1,,4,COMPRA VENTA DE AUTOS USADOS,71,VENDEDOR DE AUTOS USADOS,NO TIENE NOMBRE,46,COMPRA VENTA DE AUTOS USADOS,2,25006000135072503990511
4,25,006,0001,3649,250106,01,1,1,02,05, 2,401,LICENCIATRURA EN PREESCOLAR,3,1,1,1,1,1,22,2,,,1,1,1,,1,VENDER TARJETAS DE AMERICAN EXPRESS POR TELEMARKETING,12,VENDEDOR DE TARJETAS DE AMERICAN EXPRESS,IMPULSE,56,A VENDER TARJETAS DE CREDITO,3,25006000136492501060111
4,25,006,0001,3649,250106,02,1,1,02,06, 2,186,SECRETARIA EJECUTIVA,2,,,,,1,19,2,,,2,2,5,5,,,,,,,,,25006000136492501060211
4,25,006,0001,3649,250106,03,1,1,01,02, 5,,,,,,,,,,,,,,,6,5,,,,,,,,,25006000136492501060311
4,25,006,0001,3649,250106,04,1,1,02,07, 4,313,LIC EN DISEÑO GRAFICO,3,1,1,2,1,2,21,2,,,2,2,1,,4,DESFILES DE MODA COMERCIALES DE TV Y FOTOS PARA REVISTAS,81,MODELO,QUETA ROJAS,56,ES UNA AGENCIA DE MODELOS,2,25006000136492501060411
4,25,006,0001,3649,250106,05,1,1,01,03, 3,,,,,,,,,,,,,,,1,,4,VENDER PRODUCTOS DE ABARROTES,71,COMERCIANTE DE ABARROTES,ABARROTE LIBERTAD,46,A VENDER PRODUCTO DE ABARROTE VERDURA LACTEOS PAN LECHE,2,25006000136492501060511
4,25,006,0001,3738,250351,02,1,1,04,07, 3,331,LIC EN CIENCIAS AGROPECUARIAS,3,1,1,1,1,1,20,1,2,1,,,8,5,,,,,,,,,25006000137382503510211
4,25,006,0001,3738,250351,03,1,1,02,04, 1,,,,,,,,1,16,2,,,1,1,1,,4,MECANICA EN GENERAL,52,MECANICO,YONKE TRACTO PARTES NUEVAS Y USADAS EL CHAYO,46,VENTA Y COMPRA DE PARTES DE AUTOS,2,25006000137382503510311
